,item_id,interaction
3661,8851,27
3662,8848,26
3663,17391,94
3664,1059,168
3665,16186,50
3666,15109,67
3667,17393,66
3668,1135,58
3669,21516,21
3670,16473,26
3671,13582,36
3672,16468,35
3673,16469,17
3674,16470,18
3675,16471,17
3676,12682,186
3677,25675,51
3678,16449,27
3679,16451,38
3680,16447,35
3681,7750,50
3682,11745,45
3683,13593,87
3684,13594,50
3685,17314,17
3686,17324,7
3687,17334,7
3688,17321,9
3689,11735,11
3690,12420,46
3691,17319,11
3692,17317,17
3693,17356,20
3694,5851,63
3695,10732,29
3696,1057,72
3697,9650,157
3698,20544,34
3699,20545,33
3700,20546,26
3701,20547,32
3702,20548,26
3703,41037,10
3704,10966,10
3705,10428,95
3706,23263,14
3707,22482,22
3708,8754,22
3709,16568,17
3710,16598,34
3711,16604,8
3712,1684,37
3713,7421,34
3714,17282,42
3715,6788,23
3716,6787,21
3717,2143,22
3718,6786,28
3719,17284,29
3720,17283,37
3721,30973,14
3722,10954,18
3723,32855,15
3724,10446,21
3725,26772,11
3726,30953,15
3727,10443,26
3728,32854,13
3729,30949,18
3730,6785,16
3731,30947,10
3732,32857,9
3733,31274,10
3734,28407,15
3735,31269,14
3736,26773,13
3737,8504,11
3738,32856,10
3739,41016,4
3740,6576,17
3741,6574,17
3742,6580,18
3743,6585,6
3744,6538,30
3745,6189,12
3746,28267,5
3747,6197,5
3748,6191,8
3749,2059,211
3750,11233,41
3751,3571,12
3752,11533,11
3753,1022,108
3754,6259,123
3755,16704,23
3756,3568,131
3757,6303,101
3758,16680,34
3759,18533,115
3760,5824,11
3761,19028,53
3762,7581,34
3763,681,18
3764,15114,13
3765,20956,52
3766,33940,14
3767,13815,29
3768,14101,102
3769,29446,11
3770,19026,20
3771,5019,22
3772,1071,78
3773,8408,89
3774,14010,109
3775,25069,81
3776,19374,90
3777,14012,106
3778,18621,73
3779,1083,75
3780,18627,80
3781,6253,86
3782,1133,146
3783,6342,98
3784,1031,65
3785,25072,76
3786,25071,74
3787,25070,59
3788,14033,71
3789,3063,86
3790,634,62
3791,910,43
3792,13445,52
3793,13430,26
3794,13404,53
3795,675,26
3796,834,16
3797,13428,26
3798,13395,29
3799,4698,17
3800,4688,49
3801,16826,10
3802,16833,23
3803,16849,37
3804,12604,31
3805,7588,34
3806,16973,16
3807,870,30
3808,16840,13
3809,876,93
3810,12578,43
3811,3067,94
3812,12579,30
3813,12580,39
3814,16940,32
3815,777,35
3816,835,26
3817,12581,28
3818,630,78
3819,16847,85
3820,16866,39
3821,16978,35
3822,16890,21
3823,3125,18
3824,16861,19
3825,16819,21
3826,16979,17
3827,3791,8
3828,3806,11
3829,3784,8
3830,3808,7
3831,3789,17
3832,3780,6
3833,16848,5
3834,16910,5
3835,3796,16
3836,3817,51
3837,3799,13
3838,3793,17
3839,3787,22
3840,3798,10
3841,3802,10
3842,3797,11
3843,3795,11
3844,3792,11
3845,16896,24
3846,16924,21
3847,3815,16
3848,3810,19
3849,16960,17
3850,16846,12
3851,16929,12
3852,16958,8
3853,16857,9
3854,3809,11
3855,3801,10
3856,3812,8
3857,3781,9
3858,3813,9
3859,3818,8
3860,3788,7
3861,3786,7
3862,3800,8
3863,3805,7
3864,3150,16
3865,555,28
3866,785,20
3867,3227,13
3868,7282,24
3869,4443,253
3870,4444,85
3871,4445,98
3872,4446,51
3873,4448,87
3874,4449,47
3875,4451,77
3876,4452,56
3877,4453,72
3878,4454,76
3879,3178,21
3880,3115,13
3881,16887,10
3882,2759,15
3883,3237,26
3884,3839,15
3885,4091,22
3886,10013,14
3887,10014,10
3888,4200,7
3889,10015,18
3890,694,40
3891,9968,25
3892,912,35
3893,9969,9
3894,9970,30
3895,9971,41
3896,9973,14
3897,841,35
3898,2941,26
3899,705,31
3900,9941,33
3901,781,24
3902,611,32
3903,9942,27
3904,9943,31
3905,9944,25
3906,9945,36
3907,714,27
3908,9946,32
3909,9947,36
3910,2684,31
3911,16829,22
3912,9743,17
3913,2784,17
3914,3107,39
3915,9721,16
3916,10123,90
3917,3088,35
3918,3888,54
3919,2985,63
3920,4224,98
3921,4225,45
3922,4226,59
3923,4227,68
3924,4228,39
3925,16838,39
3926,4860,35
3927,15204,34
3928,13055,47
3929,11907,89
3930,23162,18
3931,16880,45
3932,12946,31
3933,17119,46
3934,5719,51
3935,12866,44
3936,16931,70
3937,13832,17
3938,11843,41
3939,17122,34
3940,17115,59
3941,11410,25
3942,16985,33
3943,12632,143
3944,12997,25
3945,17075,10
3946,21345,13
3947,17116,50
3948,27325,4
3949,6572,17
3950,6187,4
3951,29081,3
3952,2025,33
3953,17126,3
3954,29219,29
3955,29077,7
3956,32352,3
3957,26791,8
3958,18222,17
3959,30986,26
3960,30159,16
3961,25465,14
3962,30162,14
3963,17228,47
3964,18360,22
3965,18388,26
3966,8065,55
3967,17197,34
3968,3475,18
3969,3477,38
3970,9499,16
3971,17227,53
3972,9500,27
3973,3472,32
3974,3473,31
3975,7068,97
3976,16689,10
3977,13274,36
3978,17331,9
3979,17327,20
3980,12296,11
3981,17328,15
3982,12395,16
3983,17318,7
3984,7751,33
3985,17384,17
3986,3478,146
3987,18090,112
3988,3724,181
3989,3687,146
3990,7728,133
3991,3753,144
3992,446,107
3993,448,107
3994,449,118
3995,17392,53
3996,17394,10
3997,26848,97
3998,17395,6
3999,33032,17
4000,12406,46
4001,12387,32
4002,12239,24
4003,12173,6
4004,3690,39
4005,3694,34
4006,3689,12
4007,6263,8
4008,3654,8
4009,3712,18
4010,3693,15
4011,15876,57
4012,14757,21
4013,17622,19
4014,14174,14
4015,17659,19
4016,17660,7
4017,13831,17
4018,12397,25
4019,17661,15
4020,17663,11
4021,12293,9
4022,17664,14
4023,17666,24
4024,7665,60
4025,17667,41
4026,17611,13
4027,17612,11
4028,12661,14
4029,6340,9
4030,12608,11
4031,15092,15
4032,5544,167
4033,5789,287
4034,5720,111
4035,8195,117
4036,9361,82
4037,9439,98
4038,15380,16
4039,8575,29
4040,8756,13
4041,12338,7
4042,17687,71
4043,9679,117
4044,16920,43
4045,17688,45
4046,17689,38
4047,17690,21
4048,12235,9
4049,12277,8
4050,8621,13
4051,5563,146
4052,6248,74
4053,7695,52
4054,12176,3
4055,14478,28
4056,17583,30
4057,11605,13
4058,17584,16
4059,12639,16
4060,17585,18
4061,17586,13
4062,17587,15
4063,17623,15
4064,17624,10
4065,17625,20
4066,17626,18
4067,17627,12
4068,17628,10
4069,17629,11
4070,17630,15
4071,2250,26
4072,17631,15
4073,17632,10
4074,17633,10
4075,17634,11
4076,17636,7
4077,12318,6
4078,8623,31
4079,11744,3
4080,15376,3
4081,15377,2
4082,6018,118
4083,6019,83
4084,6029,51
4085,8321,60
4086,20816,25
4087,17728,27
4088,14057,32
4089,17729,147
4090,43923,4
4091,9672,27
4092,10926,55
4093,1899,166
4094,3413,10
4095,4429,176
4096,4499,39
4097,7499,21
4098,10635,25
4099,13309,17
4100,14048,22
4101,21449,33
4102,21485,36
4103,7136,44
4104,10854,39
4105,21529,31
4106,159,215
4107,10702,57
4108,11616,39
4109,29853,29
4110,5303,34
4111,5295,35
4112,2754,46
4113,3050,61
4114,4675,87
4115,17118,67
4116,3141,41
4117,2880,53
4118,11548,16
4119,17781,20
4120,3040,39
4121,655,45
4122,797,45
4123,13436,25
4124,7088,23
4125,17795,29
4126,15183,34
4127,21908,27
4128,12513,15
4129,7061,39
4130,7014,23
4131,7066,6
4132,24133,16
4133,720,13
4134,4972,27
4135,2900,15
4136,7186,73
4137,49,16
4138,7188,13
4139,7183,30
4140,25041,2
4141,4980,14
4142,13208,23
4143,6996,20
4144,23174,16
4145,11545,14
4146,12574,30
4147,536,47
4148,546,64
4149,522,84
4150,12729,57
4151,12573,55
4152,12575,127
4153,16292,31
4154,5324,9
4155,19869,13
4156,17790,58
4157,27497,109
4158,35312,24
4159,27501,23
4160,27512,15
4161,356,49
4162,13418,20
4163,13422,18
4164,664,20
4165,6472,45
4166,6473,69
4167,9467,14
4168,17913,41
4169,994,30
4170,12288,2
4171,17917,15
4172,17918,40
4173,17374,46
4174,6523,27
4175,17907,30
4176,6459,118
4177,17930,35
4178,5770,224
4179,17902,102
4180,17895,11
4181,9468,6
4182,12451,7
4183,11596,15
4184,41971,4
4185,14943,23
4186,187,45
4187,19220,60
4188,30450,34
4189,30395,20
4190,176,9
4191,20103,6
4192,3708,27
4193,13584,71
4194,34264,4
4195,14689,31
4196,2015,47
4197,23663,7
4198,18098,6
4199,5854,72
4200,18039,15
4201,5710,391
4202,18101,24
4203,18092,34
4204,1962,32
4205,18082,17
4206,440,100
4207,14964,33
4208,266,23
4209,18241,16
4210,11284,14
4211,7134,37
4212,25974,38
4213,38626,16
4214,38646,13
4215,35630,19
4216,37951,19
4217,27432,18
4218,25784,20
4219,265,32
4220,6410,56
4221,6411,71
4222,1434,68
4223,1419,61
4224,1563,50
4225,6412,40
4226,1494,45
4227,1421,66
4228,412,23
4229,10870,36
4230,413,39
4231,414,17
4232,415,16
4233,416,24
4234,418,16
4235,411,24
4236,17166,21
4237,6406,30
4238,1025,55
4239,5762,23
4240,9418,112
4241,13673,101
4242,18389,25
4243,2818,72
4244,2631,45
4245,18506,38
4246,18445,20
4247,18525,32
4248,15657,30
4249,18515,26
4250,18502,4
4251,3647,53
4252,18565,15
4253,5347,35
4254,9331,52
4255,18526,8
4256,3448,32
4257,580,164
4258,18543,6
4259,50,67
4260,9626,32
4261,54,30
4262,14092,23
4263,5763,18
4264,18550,25
4265,18561,8
4266,515,101
4267,3451,20
4268,18540,18
4269,13048,52
4270,9450,80
4271,10127,21
4272,6313,159
4273,7140,30
4274,3641,57
4275,18494,22
4276,18566,15
4277,6362,32
4278,7931,64
4279,3723,94
4280,5346,19
4281,7733,132
4282,18545,5
4283,1163,37
4284,4494,88
4285,18548,9
4286,12618,45
4287,18475,49
4288,11838,44
4289,21380,29
4290,7628,26
4291,2265,72
4292,2246,62
4293,10703,73
4294,2217,55
4295,12112,59
4296,11963,46
4297,11264,76
4298,7606,44
4299,12666,39
4300,22849,18
4301,13946,40
4302,32011,10
4303,16262,18
4304,24995,11
4305,13735,50
4306,33773,8
4307,25910,20
4308,13864,48
4309,6205,264
4310,4699,7
4311,14018,23
4312,11863,14
4313,12312,14
4314,3025,26
4315,23845,2
4316,33301,1
4317,17996,47
4318,6164,42
4319,17368,18
4320,18700,2
4321,5962,24
4322,13301,59
4323,46268,2
4324,34123,1
4325,5521,8
4326,3004,43
4327,17379,28
4328,15527,7
4329,3471,23
4330,6440,30
4331,10743,39
4332,16631,41
4333,10793,23
4334,10939,10
4335,22604,56
4336,21890,27
4337,21454,19
4338,13561,17
4339,10336,5
4340,34275,4
4341,22502,73
4342,8811,34
4343,22434,15
4344,6915,45
4345,6676,28
4346,3368,13
4347,25431,11
4348,3369,11
4349,42000,6
4350,16023,17
4351,3376,14
4352,3917,13
4353,6969,11
4354,6967,131
4355,16361,14
4356,32767,14
4357,16191,9
4358,27168,7
4359,26080,18
4360,27146,9
4361,27181,16
4362,10544,28
4363,10754,14
4364,14639,30
4365,14171,28
4366,19085,15
4367,14608,9
4368,24317,63
4369,7630,36
4370,3703,61
4371,11565,12
4372,11285,163
4373,11249,114
4374,487,26
4375,2092,60
4376,19098,24
4377,24755,4
4378,9152,7
4379,9155,4
4380,13462,38
4381,19116,14
4382,3337,40
4383,3249,23
4384,8093,14
4385,3170,11
4386,3390,13
4387,5362,53
4388,9748,16
4389,16915,3
4390,12133,10
4391,30018,11
4392,554,24
4393,2926,43
4394,2845,20
4395,29220,28
4396,29221,16
4397,3093,23
4398,7228,56
4399,3161,20
4400,19728,2
4401,9749,8
4402,17476,14
4403,13471,47
4404,17471,16
4405,17792,4
4406,19725,9
4407,9889,12
4408,8107,8
4409,33656,25
4410,3284,24
4411,4804,9
4412,4989,27
4413,2356,5
4414,8211,22
4415,19286,14
4416,535,23
4417,933,32
4418,935,33
4419,6648,93
4420,21218,29
4421,1977,45
4422,6369,33
4423,22509,100
4424,13075,63
4425,3338,20
4426,14800,39
4427,7004,11
4428,229,42
4429,8524,48
4430,3370,36
4431,2773,53
4432,4677,39
4433,2919,27
4434,19411,46
4435,3203,23
4436,4713,25
4437,7222,36
4438,761,40
4439,3100,74
4440,7220,16
4441,4712,33
4442,2852,32
4443,21885,10
4444,11004,13
4445,4676,39
4446,12861,11
4447,21,32
4448,15200,20
4449,41868,12
4450,19502,33
4451,23958,14
4452,21403,22
4453,19495,12
4454,14071,30
4455,2859,26
4456,14041,59
4457,19509,26
4458,3363,11
4459,242,83
4460,15893,70
4461,1169,250
4462,10947,70
4463,11299,33
4464,11300,16
4465,10618,20
4466,11302,64
4467,11305,64
4468,13210,15
4469,24494,16
4470,13755,82
4471,22704,18
4472,26054,37
4473,10862,73
4474,24017,25
4475,25129,18
4476,31333,22
4477,27,38
4478,13231,26
4479,6447,115
4480,6448,115
4481,23248,42
4482,23249,36
4483,17281,44
4484,10742,17
4485,2256,20
4486,24590,15
4487,24592,21
4488,26116,18
4489,24574,17
4490,24576,9
4491,24577,7
4492,24593,14
4493,5696,240
4494,1540,549
4495,12563,25
4496,16695,185
4497,20585,24
4498,20580,34
4499,20586,20
4500,20587,21
4501,20142,44
4502,20588,41
4503,20589,48
4504,20590,17
4505,20591,37
4506,20592,50
4507,20593,31
4508,20581,72
4509,20594,31
4510,20595,17
4511,20596,17
4512,20597,16
4513,20598,17
4514,20599,42
4515,20600,28
4516,20601,41
4517,20602,28
4518,20603,46
4519,20604,15
4520,20605,33
4521,20606,27
4522,20583,50
4523,20582,31
4524,20584,35
4525,20607,21
4526,20608,22
4527,20609,21
4528,20610,22
4529,20611,21
4530,20612,22
4531,20613,24
4532,20614,17
4533,20615,21
4534,24951,38
4535,4460,42
4536,24952,40
4537,24953,45
4538,28036,60
4539,29432,82
4540,32664,43
4541,32665,49
4542,32666,40
4543,32667,41
4544,13787,35
4545,12607,35
4546,16209,56
4547,752,24
4548,24993,34
4549,25880,53
4550,22593,40
4551,9801,29
4552,25548,19
4553,17077,19
4554,5729,38
4555,25509,43
4556,230,35
4557,231,31
4558,233,35
4559,8085,19
4560,8081,9
4561,8114,22
4562,8091,3
4563,8087,8
4564,8105,15
4565,8094,50
4566,8113,9
4567,8086,10
4568,8061,75
4569,8108,61
4570,8106,18
4571,8079,20
4572,20665,13
4573,8090,8
4574,8098,11
4575,8084,12
4576,8080,6
4577,8102,8
4578,8060,5
4579,16041,22
4580,16039,36
4581,22483,22
4582,16046,7
4583,16033,20
4584,16038,27
4585,16030,25
4586,22480,22
4587,6225,11
4588,22453,33
4589,25435,12
4590,22184,17
4591,25432,12
4592,25438,9
4593,9656,60
4594,3626,97
4595,16488,107
4596,19066,15
4597,11722,21
4598,11689,14
4599,30413,16
4600,12247,19
4601,20668,5
4602,8089,7
4603,15998,15
4604,20701,9
4605,9477,6
4606,20745,2
4607,9812,81
4608,35529,5
4609,35527,7
4610,38885,5
4611,15588,12
4612,16157,23
4613,14503,62
4614,9479,15
4615,5020,19
4616,32018,13
4617,8070,23
4618,5225,5
4619,3774,56
4620,22429,16
4621,14040,56
4622,20707,16
4623,20704,18
4624,10100,16
4625,29358,9
4626,19977,26
4627,20737,2
4628,9476,7
4629,2633,14
4630,20724,10
4631,253,68
4632,4979,15
4633,21283,3
4634,32475,8
4635,15885,4
4636,32019,7
4637,20706,16
4638,20744,39
4639,18647,9
4640,43976,8
4641,16006,5
4642,4994,20
4643,7040,13
4644,15888,7
4645,4981,9
4646,20675,8
4647,9814,81
4648,20696,8
4649,21902,36
4650,20711,9
4651,9478,38
4652,35525,7
4653,20649,14
4654,20767,46
4655,8097,4
4656,8110,7
4657,8078,10
4658,8104,8
4659,8092,12
4660,8100,7
4661,20790,4
4662,20809,3
4663,20796,18
4664,20782,2
4665,20785,5
4666,20810,3
4667,9686,27
4668,20788,2
4669,20777,4
4670,10390,5
4671,20797,16
4672,13262,12
4673,20794,5
4674,20774,25
4675,20803,3
4676,2798,19
4677,20776,6
4678,10368,73
4679,20802,6
4680,20781,2
4681,20800,1
4682,13233,3
4683,10389,13
4684,20789,2
4685,20778,24
4686,20807,8
4687,20817,10
4688,15268,13
4689,20773,7
4690,20813,4
4691,20874,10
4692,10369,16
4693,20798,4
4694,20808,7
4695,20811,8
4696,20791,3
4697,20775,3
4698,20804,5
4699,20787,5
4700,20805,4
4701,20784,7
4702,10371,14
4703,20815,2
4704,20779,5
4705,20814,5
4706,20792,11
4707,22966,10
4708,20786,6
4709,20783,17
4710,20801,4
4711,20812,4
4712,20872,3
4713,20795,5
4714,13265,1
4715,20873,7
4716,10328,4
4717,11408,14
4718,20098,5
4719,20107,14
4720,20114,7
4721,14169,10
4722,13816,30
4723,20094,9
4724,11404,9
4725,20101,7
4726,20102,6
4727,14765,16
4728,20119,22
4729,11406,26
4730,20125,13
4731,15020,22
4732,20117,16
4733,20095,12
4734,17978,17
4735,17991,17
4736,20123,20
4737,20097,11
4738,14717,12
4739,20118,17
4740,20104,3
4741,20110,10
4742,6098,26
4743,5971,3
4744,11407,17
4745,20116,44
4746,17998,16
4747,15073,12
4748,20109,9
4749,20121,14
4750,19159,28
4751,30361,12
4752,15137,27
4753,3625,75
4754,20689,88
4755,29753,3
4756,6896,36
4757,11423,30
4758,15698,61
4759,15666,26
4760,21040,21
4761,21032,42
4762,15682,14
4763,11152,82
4764,10522,20
4765,8074,19
4766,8272,16
4767,11079,28
4768,2999,40
4769,25076,16
4770,2412,24
4771,16878,31
4772,9723,18
4773,25506,42
4774,25507,45
4775,18616,37
4776,25508,50
4777,1712,23
4778,1830,26
4779,5766,19
4780,33275,2
4781,12409,11
4782,12415,9
4783,21398,197
4784,12203,19
4785,3563,5
4786,27304,11
4787,26309,5
4788,20722,4
4789,8271,21
4790,14046,30
4791,5204,12
4792,26305,31
4793,8187,24
4794,26306,12
4795,26365,2
4796,23512,9
4797,16733,26
4798,18645,6
4799,21806,17
4800,16392,33
4801,14097,50
4802,257,45
4803,25805,11
4804,25441,7
4805,10339,3
4806,14042,79
4807,17809,8
4808,21271,12
4809,260,52
4810,2460,8
4811,5001,35
4812,11791,29
4813,5224,34
4814,14322,2
4815,15743,2
4816,14511,12
4817,14200,11
4818,14970,5
4819,14834,10
4820,31631,3
4821,41331,17
4822,14177,5
4823,41332,5
4824,41330,3
4825,14552,7
4826,41335,4
4827,14788,4
4828,11154,18
4829,10595,18
4830,11566,63
4831,10865,35
4832,14688,11
4833,14508,14
4834,15345,44
4835,42532,7
4836,29904,10
4837,15735,36
4838,15737,16
4839,15742,7
4840,29934,9
4841,29926,15
4842,29946,9
4843,29869,7
4844,29976,10
4845,15736,11
4846,41333,9
4847,11125,26
4848,15740,15
4849,23870,16
4850,15744,44
4851,14805,20
4852,15741,19
4853,15739,10
4854,15738,10
4855,10774,8
4856,23843,16
4857,41323,9
4858,19329,10
4859,10128,4
4860,40664,4
4861,14505,65
4862,23940,2
4863,84,30
4864,17439,14
4865,18954,57
4866,19959,12
4867,10268,14
4868,9506,32
4869,15201,33
4870,34223,9
4871,27513,15
4872,17497,25
4873,26937,9
4874,8066,14
4875,205,24
4876,4498,30
4877,18147,19
4878,1137,13
4879,30951,14
4880,21483,41
4881,42253,10
4882,9508,27
4883,21444,9
4884,17251,64
4885,1521,16
4886,21738,12
4887,21459,28
4888,21580,16
4889,13080,6
4890,18946,8
4891,27154,8
4892,11251,18
4893,1024,16
4894,6206,30
4895,23363,6
4896,21787,12
4897,20953,4
4898,29557,21
4899,18949,18
4900,21804,2
4901,9284,18
4902,15131,8
4903,21633,13
4904,19333,6
4905,21697,8
4906,21841,5
4907,21889,2
4908,19956,38
4909,18955,13
4910,8245,73
4911,19981,10
4912,10152,31
4913,19953,27
4914,9472,18
4915,9438,34
4916,55,26
4917,12509,11
4918,7922,13
4919,8709,3
4920,1974,44
4921,198,30
4922,8701,6
4923,21645,13
4924,6089,29
4925,17432,9
4926,5017,42
4927,21736,35
4928,21710,31
4929,3736,62
4930,20768,95
4931,10689,8
4932,13919,6
4933,2055,42
4934,8238,22
4935,809,9
4936,13568,3
4937,21662,13
4938,8005,10
4939,21898,31
4940,1123,78
4941,13534,87
4942,15229,8
4943,20989,25
4944,8707,6
4945,19572,11
4946,22336,16
4947,16133,24
4948,21691,8
4949,25726,14
4950,9963,31
4951,12889,19
4952,19966,9
4953,21576,13
4954,18433,26
4955,1144,9
4956,6336,14
4957,21663,6
4958,26993,1
4959,12367,14
4960,19020,22
4961,5837,19
4962,9876,33
4963,3721,29
4964,38540,12
4965,6166,71
4966,12092,48
4967,11767,14
4968,15381,7
4969,8757,42
4970,6109,23
4971,8631,3
4972,8633,2
4973,8598,24
4974,12279,2
4975,12236,4
4976,22114,19
4977,6801,23
4978,6805,16
4979,10811,5
4980,22115,12
4981,22116,13
4982,22172,5
4983,10843,21
4984,22117,8
4985,22118,5
4986,22119,3
4987,22120,6
4988,20573,18
4989,22121,6
4990,22122,4
4991,22123,4
4992,22124,5
4993,22125,4
4994,21952,9
4995,25114,4
4996,22181,24
4997,25132,6
4998,10171,3
4999,11959,21
5000,11409,29
5001,20092,13
5002,13322,9
5003,13323,16
5004,17939,18
5005,11319,19
5006,5286,53
5007,28514,20
5008,28506,23
5009,28511,12
5010,7671,38
5011,36089,16
5012,7670,27
5013,16864,23
5014,5562,25
5015,11378,75
5016,11379,58
5017,11382,50
5018,11383,51
5019,17472,18
5020,17473,19
5021,17474,16
5022,17475,14
5023,17477,14
5024,17478,17
5025,17479,36
5026,17480,20
5027,251,109
5028,252,134
5029,254,85
5030,255,58
5031,11395,147
5032,11396,42
5033,11397,59
5034,11398,53
5035,11399,46
5036,11400,53
5037,9813,98
5038,9816,47
5039,532,9
5040,5345,11
5041,22317,11
5042,5387,9
5043,5334,9
5044,11385,35
5045,11386,58
5046,22344,33
5047,11390,85
5048,11391,38
5049,11392,40
5050,13336,55
5051,2145,61
5052,26275,12
5053,12664,5
5054,7033,15
5055,10958,65
5056,23260,115
5057,17455,17
5058,19191,68
5059,22474,4
5060,22438,10
5061,12733,43
5062,17714,73
5063,20024,5
5064,22519,16
5065,22486,62
5066,22431,100
5067,33190,20
5068,22436,51
5069,13334,49
5070,9635,43
5071,22440,26
5072,3242,75
5073,7225,55
5074,1559,33
5075,22476,17
5076,3271,89
5077,9365,26
5078,22506,3
5079,14073,70
5080,22459,11
5081,16784,44
5082,22508,21
5083,27876,12
5084,22473,9
5085,18904,40
5086,22450,5
5087,13571,39
5088,6102,12
5089,17976,24
5090,22553,38
5091,1942,61
5092,8358,20
5093,8367,55
5094,13294,55
5095,22588,11
5096,22575,17
5097,22566,58
5098,22582,15
5099,3010,36
5100,5871,113
5101,22571,26
5102,22586,15
5103,22572,10
5104,22583,27
5105,8222,10
5106,22565,20
5107,22597,12
5108,22573,14
5109,8227,6
5110,22599,9
5111,8415,71
5112,22577,15
5113,872,26
5114,22579,11
5115,22568,11
5116,22576,7
5117,22574,26
5118,22578,24
5119,2582,71
5120,22569,10
5121,22641,8
5122,8237,22
5123,5354,44
5124,9518,23
5125,666,47
5126,18157,16
5127,22643,11
5128,20839,20
5129,16781,54
5130,724,34
5131,20835,36
5132,5277,34
5133,22618,5
5134,10276,18
5135,13805,74
5136,20836,25
5137,20842,10
5138,20843,23
5139,8262,23
5140,20837,12
5141,14072,37
5142,14074,20
5143,14038,82
5144,11211,65
5145,20889,7
5146,4,26
5147,40691,6
5148,11684,6
5149,19762,15
5150,4274,20
5151,27703,67
5152,19743,7
5153,18947,10
5154,6449,16
5155,44191,6
5156,16710,10
5157,17982,3
5158,5653,31
5159,22858,4
5160,10401,45
5161,11201,50
5162,12443,81
5163,3005,36
5164,10592,23
5165,7638,226
5166,3566,250
5167,17456,23
5168,14222,126
5169,6558,30
5170,900,13
5171,9904,31
5172,3235,26
5173,3393,21
5174,34190,22
5175,15146,39
5176,168,37
5177,12970,25
5178,160,26
5179,33398,31
5180,14068,27
5181,8847,35
5182,12998,94
5183,13573,22
5184,5896,62
5185,22175,78
5186,3700,26
5187,22967,6
5188,7302,41
5189,24136,17
5190,22303,20
5191,23122,9
5192,12074,25
5193,2467,6
5194,5305,15
5195,23200,33
5196,247,24
5197,2466,3
5198,2521,5
5199,23092,6
5200,2455,10
5201,23116,14
5202,22987,8
5203,19858,14
5204,2463,13
5205,2506,5
5206,23064,5
5207,2505,6
5208,12388,2
5209,19861,10
5210,2461,7
5211,27660,11
5212,23106,23
5213,23218,9
5214,11546,14
5215,31441,15
5216,23212,38
5217,19853,13
5218,2502,3
5219,2447,4
5220,2503,5
5221,27747,8
5222,13610,25
5223,2483,17
5224,5400,13
5225,2485,5
5226,23102,29
5227,19980,14
5228,17066,16
5229,19856,12
5230,13734,21
5231,2501,7
5232,5294,11
5233,2522,1
5234,2512,7
5235,23113,5
5236,22305,28
5237,278,15
5238,28153,26
5239,2475,7
5240,23201,16
5241,22991,15
5242,11990,26
5243,23096,27
5244,23141,24
5245,17052,4
5246,17041,3
5247,23018,4
5248,22986,17
5249,23169,14
5250,19984,15
5251,3395,13
5252,5405,6
5253,2479,4
5254,23196,12
5255,2500,6
5256,23101,17
5257,2444,5
5258,23186,7
5259,5365,14
5260,23059,26
5261,245,41
5262,23189,13
5263,2454,2
5264,11998,33
5265,2476,7
5266,4560,3
5267,23100,37
5268,280,9
5269,2498,5
5270,19855,18
5271,19848,18
5272,275,16
5273,23095,8
5274,23111,12
5275,5221,8
5276,23157,8
5277,19735,21
5278,2478,15
5279,11731,51
5280,2453,3
5281,2509,6
5282,23178,18
5283,12428,24
5284,2445,5
5285,19285,17
5286,3365,16
5287,22598,12
5288,29302,1
5289,25455,16
5290,19986,6
5291,22304,32
5292,1638,49
5293,34112,72
5294,15475,53
5295,32602,40
5296,27098,51
5297,17923,35
5298,34943,46
5299,34944,34
5300,16660,11
5301,6399,11
5302,6400,20
5303,11969,5
5304,12186,6
5305,12185,5
5306,12320,10
5307,12283,2
5308,12249,1
5309,8350,18
5310,16330,34
5311,20714,26
5312,20681,36
5313,3772,60
5314,3636,31
5315,12794,45
5316,21494,11
5317,3728,54
5318,12031,31
5319,19954,12
5320,19955,15
5321,12,38
5322,2890,10
5323,14052,3
5324,23456,1
5325,23528,10
5326,17376,9
5327,25,45
5328,23535,7
5329,6,21
5330,23480,2
5331,19439,66
5332,6323,76
5333,30,48
5334,23494,14
5335,16391,35
5336,23553,32
5337,23482,3
5338,23483,4
5339,749,46
5340,2869,6
5341,23530,5
5342,12624,5
5343,9,17
5344,23447,2
5345,2734,13
5346,2863,7
5347,23488,13
5348,13239,19
5349,14239,27
5350,23547,8
5351,10277,28
5352,10139,17
5353,2867,14
5354,2657,27
5355,23516,3
5356,23595,2
5357,15534,50
5358,23465,3
5359,26,62
5360,17415,18
5361,23532,12
5362,11,34
5363,2886,10
5364,23496,22
5365,15,28
5366,23524,8
5367,2739,20
5368,10828,17
5369,13,41
5370,23583,4
5371,8422,115
5372,10799,30
5373,23550,4
5374,13822,13
5375,23493,28
5376,23486,1
5377,5218,54
5378,23575,4
5379,23506,7
5380,23492,3
5381,23577,9
5382,23457,23
5383,23585,22
5384,340,91
5385,14070,30
5386,13237,17
5387,10208,51
5388,23454,3
5389,14069,32
5390,9493,36
5391,2862,12
5392,21897,57
5393,23533,8
5394,10299,20
5395,23469,30
5396,22675,4
5397,23548,4
5398,13996,30
5399,8523,48
5400,23572,18
5401,19660,66
5402,23461,3
5403,23462,2
5404,2,33
5405,23560,4
5406,2866,8
5407,17,30
5408,11066,37
5409,23555,9
5410,10874,47
5411,13300,54
5412,22479,93
5413,2887,12
5414,23580,3
5415,13212,15
5416,23476,6
5417,23597,11
5418,23564,12
5419,23544,16
5420,10101,11
5421,23479,24
